ID,datetime,CH4,CO2,OH,Cnt
2,2022-06-22 10:46:48,67.70,12.90,4.00,"93
"
2,2022-06-22 10:48:28,67.50,12.80,4.00,"93
"
2,2022-06-22 10:50:09,67.40,12.80,4.00,"93
"
2,2022-06-22 10:51:49,67.50,12.90,4.00,"93
"
2,2022-06-22 10:53:30,67.30,12.80,4.00,"93
"
2,2022-06-22 10:55:10,67.00,12.80,4.00,"93
"
2,2022-06-22 10:56:51,67.00,12.80,4.00,"93
"
2,2022-06-22 10:58:31,67.00,12.80,4.00,"93
"
2,2022-06-22 11:00:11,66.80,12.80,4.00,"93
"
2,2022-06-22 11:01:52,66.80,12.80,4.00,"93
"
2,2022-06-22 11:03:32,66.70,12.80,4.00,"93
"
2,2022-06-22 11:05:13,67.10,12.80,4.00,"93
"
2,2022-06-22 11:06:53,67.00,12.90,4.00,"93
"
2,2022-06-22 11:08:34,66.90,12.80,4.00,"93
"
2,2022-06-22 11:10:14,67.00,12.80,4.00,"93
"
2,2022-06-22 11:11:55,67.30,13.00,4.00,"93
"
2,2022-06-22 11:13:35,67.20,13.00,4.00,"93
"
2,2022-06-22 11:15:15,67.20,13.00,4.00,"93
"
2,2022-06-22 11:16:56,67.10,13.00,4.00,"93
"
2,2022-06-22 11:18:36,67.20,13.00,4.00,"93
"
2,2022-06-22 11:20:17,67.20,13.00,4.00,"93
"
2,2022-06-23 09:54:21,69.70,11.80,4.00,"1
"
2,2022-06-23 09:56:02,69.70,11.80,4.00,"1
"
2,2022-06-23 09:57:42,69.80,11.80,4.00,"1
"
2,2022-06-23 09:59:22,69.70,11.80,4.00,"1
"
2,2022-06-23 10:01:03,69.60,11.70,4.00,"1
"
2,2022-06-23 10:02:43,69.70,11.70,4.00,"1
"
2,2022-06-23 10:04:24,69.70,11.70,4.00,"2
"
2,2022-06-23 10:06:04,69.50,11.70,4.00,"2
"
2,2022-06-23 10:07:45,69.70,11.70,4.00,"2
"
2,2022-06-23 10:09:25,69.60,11.70,-0.00,"2
"
2,2022-06-23 10:11:06,69.80,11.70,4.00,"2
"
2,2022-06-23 10:12:46,69.50,11.70,4.00,"2
"
2,2022-06-23 10:14:26,69.50,11.70,4.00,"2
"
2,2022-06-23 10:16:07,69.80,11.70,4.00,"2
"
2,2022-06-23 10:17:47,69.70,11.70,4.00,"2
"
2,2022-06-23 10:19:28,69.90,11.80,4.00,"2
"
2,2022-06-23 10:21:08,69.60,11.70,4.00,"2
"
2,2022-06-23 10:22:49,69.70,11.70,4.00,"2
"
2,2022-06-23 10:24:29,69.60,11.70,4.00,"2
"
2,2022-06-23 10:26:10,69.70,11.70,4.00,"2
"
2,2022-06-23 10:27:50,69.60,11.70,4.00,"3
"
2,2022-06-23 10:29:30,69.80,11.70,0.00,"3
"
2,2022-06-23 10:31:11,69.80,11.70,4.00,"3
"
2,2022-06-23 10:32:51,69.90,11.70,4.00,"3
"
2,2022-06-23 10:34:32,69.80,11.70,4.00,"3
"
2,2022-06-23 10:36:12,69.70,11.70,4.00,"3
"
2,2022-06-23 10:37:53,69.80,11.70,4.00,"3
"
2,2022-06-23 10:39:33,69.70,11.70,-0.00,"3
"
2,2022-06-23 10:41:13,69.60,11.70,4.00,"3
"
2,2022-06-23 10:42:54,69.70,11.70,-0.00,"3
"
2,2022-06-23 10:44:34,69.70,11.70,4.00,"4
"
2,2022-06-23 10:46:15,69.50,11.70,4.00,"4
"
2,2022-06-23 10:47:55,69.40,11.60,4.00,"4
"
2,2022-06-23 10:49:36,69.30,11.60,4.00,"4
"
2,2022-06-23 10:51:16,69.40,11.60,4.00,"4
"
2,2022-06-23 10:52:57,69.70,11.60,4.00,"4
"
2,2022-06-23 10:54:37,69.80,11.60,-0.00,"4
"
3,2022-06-23 11:10:47,53.70,23.30,4.00,"1
"
3,2022-06-23 11:12:27,53.50,23.10,4.00,"1
"
3,2022-06-23 11:14:07,53.90,23.20,4.00,"1
"
3,2022-06-23 11:15:48,54.20,23.20,-0.00,"1
"
3,2022-06-23 11:17:28,54.50,23.20,4.00,"1
"
3,2022-06-23 11:19:08,54.40,23.20,4.00,"1
"
3,2022-06-23 11:20:49,54.20,23.20,4.00,"2
"
3,2022-06-23 11:22:29,54.30,23.20,4.00,"2
"
3,2022-06-23 11:24:09,54.40,23.20,4.00,"2
"
3,2022-06-23 11:25:49,54.60,23.30,4.00,"2
"
3,2022-06-23 11:27:30,54.50,23.30,4.00,"2
"
3,2022-06-23 11:29:10,54.30,23.40,4.00,"2
"
3,2022-06-23 11:30:50,54.40,23.30,4.00,"2
"
3,2022-06-23 11:32:30,54.30,23.30,4.00,"2
"
3,2022-06-23 11:34:11,54.20,23.20,4.00,"2
"
3,2022-06-23 11:35:51,54.50,23.20,4.00,"2
"
3,2022-06-23 11:37:31,54.60,23.30,4.00,"3
"
3,2022-06-23 11:39:12,54.60,23.30,4.00,"3
"
3,2022-06-23 11:40:52,54.50,23.20,4.00,"3
"
3,2022-06-23 11:42:32,54.60,23.30,4.00,"3
"
3,2022-06-23 11:44:12,54.30,23.10,4.00,"3
"
3,2022-06-23 11:45:53,54.60,23.10,4.00,"3
"
3,2022-06-23 11:47:33,54.70,23.20,4.00,"3
"
3,2022-06-23 11:49:13,54.60,23.20,4.00,"3
"
3,2022-06-23 11:50:54,54.50,23.20,4.00,"3
"
3,2022-06-23 11:52:34,54.60,23.20,4.00,"3
"
3,2022-06-23 11:54:14,54.40,23.10,4.00,"3
"
3,2022-06-23 11:55:55,54.60,23.10,4.00,"3
"
3,2022-06-23 11:57:35,54.70,23.20,4.00,"4
"
3,2022-06-23 11:59:15,54.60,23.10,4.00,"4
"
3,2022-06-23 12:00:56,54.70,23.10,4.00,"4
"
3,2022-06-23 12:02:36,54.70,23.10,4.00,"4
"
3,2022-06-23 12:04:17,54.90,23.20,4.00,"4
"
3,2022-06-23 12:05:57,55.00,23.10,4.00,"4
"
3,2022-06-23 12:07:37,55.00,23.10,4.00,"4
"
3,2022-06-23 12:09:18,55.10,23.10,4.00,"4
"
3,2022-06-23 12:10:58,55.20,23.10,4.00,"4
"
3,2022-06-23 12:12:39,55.30,23.10,4.00,"4
"
1,2022-06-22 10:48:26,52.10,11.20,-0.00,"812
"
1,2022-06-22 10:50:07,52.00,11.20,4.00,"812
"
1,2022-06-22 10:51:47,51.90,11.20,4.00,"812
"
1,2022-06-22 10:53:28,52.00,11.20,4.00,"812
"
1,2022-06-22 10:55:08,51.90,11.10,4.00,"812
"
1,2022-06-22 10:56:48,51.90,11.10,4.00,"812
"
1,2022-06-22 10:58:29,51.90,11.10,4.00,"812
"
1,2022-06-22 11:00:09,52.00,11.10,4.00,"812
"
1,2022-06-22 11:01:50,52.00,11.20,4.00,"812
"
1,2022-06-22 11:03:30,51.90,11.10,4.00,"812
"
1,2022-06-22 11:05:11,51.90,11.10,4.00,"812
"
1,2022-06-22 11:06:51,51.90,11.10,4.00,"812
"
1,2022-06-22 11:08:31,52.00,11.20,4.00,"812
"
1,2022-06-22 11:10:12,52.00,11.20,4.00,"812
"
1,2022-06-22 11:11:52,52.00,11.20,4.00,"813
"
1,2022-06-22 11:13:33,51.90,11.10,4.00,"813
"
1,2022-06-22 11:15:13,51.90,11.10,4.00,"813
"
1,2022-06-22 11:16:54,51.90,11.10,4.00,"813
"
1,2022-06-22 11:18:34,51.90,11.10,4.00,"813
"
1,2022-06-22 11:20:15,52.10,11.20,4.00,"813
"
1,2022-06-23 09:54:19,44.90,14.90,-0.00,"1
"
1,2022-06-23 09:55:59,44.90,14.90,4.00,"1
"
1,2022-06-23 09:57:39,45.00,14.90,4.00,"1
"
1,2022-06-23 09:59:20,44.80,14.90,4.00,"1
"
1,2022-06-23 10:01:00,44.90,15.00,4.00,"1
"
1,2022-06-23 10:02:41,44.90,15.00,4.00,"1
"
1,2022-06-23 10:04:21,44.90,15.00,4.00,"1
"
1,2022-06-23 10:06:02,45.00,15.00,4.00,"1
"
1,2022-06-23 10:07:42,44.90,15.00,4.00,"1
"
1,2022-06-23 10:09:22,44.90,15.00,4.00,"1
"
1,2022-06-23 10:11:03,44.80,15.00,4.00,"1
"
1,2022-06-23 10:12:43,44.80,15.00,4.00,"2
"
1,2022-06-23 10:14:24,44.80,15.00,4.00,"2
"
1,2022-06-23 10:16:04,44.90,15.00,4.00,"2
"
1,2022-06-23 10:17:44,44.90,15.00,4.00,"2
"
1,2022-06-23 10:19:25,44.90,15.00,4.00,"2
"
1,2022-06-23 10:21:05,44.70,15.00,4.00,"2
"
1,2022-06-23 10:22:46,44.80,15.00,4.00,"2
"
1,2022-06-23 10:24:26,44.70,14.90,-0.00,"2
"
1,2022-06-23 10:26:07,44.70,15.00,4.00,"2
"
1,2022-06-23 10:27:47,44.80,15.00,4.00,"2
"
1,2022-06-23 10:29:27,44.70,15.00,4.00,"2
"
1,2022-06-23 10:31:08,44.70,15.00,-0.00,"2
"
1,2022-06-23 10:32:48,44.70,15.00,-0.00,"3
"
1,2022-06-23 10:34:29,44.70,15.00,4.00,"3
"
1,2022-06-23 10:36:09,44.70,15.00,4.00,"3
"
1,2022-06-23 10:37:49,44.70,15.00,4.00,"3
"
1,2022-06-23 10:39:30,44.80,15.00,4.00,"3
"
1,2022-06-23 10:41:10,44.80,15.00,4.00,"3
"
1,2022-06-23 10:42:51,44.80,15.00,4.00,"3
"
1,2022-06-23 10:44:31,44.90,15.10,4.00,"3
"
1,2022-06-23 10:46:11,44.70,15.00,4.00,"3
"
1,2022-06-23 10:47:52,44.80,15.00,4.00,"4
"
1,2022-06-23 10:49:32,44.80,15.00,4.00,"4
"
1,2022-06-23 10:51:13,44.70,15.00,4.00,"4
"
1,2022-06-23 10:52:53,44.60,15.00,4.00,"4
"
1,2022-06-23 10:54:33,44.70,15.00,4.00,"4
"
4,2022-06-23 11:10:43,68.80,12.50,4.00,"1
"
4,2022-06-23 11:12:24,68.60,12.50,4.00,"1
"
4,2022-06-23 11:14:04,68.60,12.50,4.00,"1
"
4,2022-06-23 11:15:44,68.30,12.50,4.00,"1
"
4,2022-06-23 11:17:24,68.20,12.40,4.00,"1
"
4,2022-06-23 11:19:05,68.30,12.50,-0.00,"1
"
4,2022-06-23 11:20:45,68.10,12.40,4.00,"1
"
4,2022-06-23 11:22:25,68.00,12.40,4.00,"1
"
4,2022-06-23 11:24:06,68.10,12.40,4.00,"1
"
4,2022-06-23 11:25:46,67.90,12.40,4.00,"1
"
4,2022-06-23 11:27:26,67.90,12.40,4.00,"1
"
4,2022-06-23 11:29:06,67.90,12.40,4.00,"1
"
4,2022-06-23 11:30:47,67.90,12.40,4.00,"1
"
4,2022-06-23 11:32:27,68.00,12.40,4.00,"1
"
4,2022-06-23 11:34:07,67.80,12.40,4.00,"1
"
4,2022-06-23 11:35:48,67.80,12.40,4.00,"1
"
4,2022-06-23 11:37:28,67.70,12.40,4.00,"1
"
4,2022-06-23 11:39:08,67.70,12.40,4.00,"1
"
4,2022-06-23 11:40:48,67.80,12.50,4.00,"1
"
4,2022-06-23 11:42:29,67.60,12.40,4.00,"1
"
4,2022-06-23 11:44:09,67.60,12.40,4.00,"1
"
4,2022-06-23 11:45:49,67.60,12.40,4.00,"1
"
4,2022-06-23 11:47:29,67.30,12.40,4.00,"1
"
4,2022-06-23 11:49:10,67.50,12.40,4.00,"1
"
4,2022-06-23 11:50:50,67.50,12.40,4.00,"1
"
4,2022-06-23 11:52:31,67.40,12.40,4.00,"1
"
4,2022-06-23 11:54:11,67.30,12.40,4.00,"1
"
4,2022-06-23 11:55:51,67.20,12.40,4.00,"1
"
4,2022-06-23 11:57:31,67.30,12.40,4.00,"1
"
4,2022-06-23 11:59:12,67.30,12.40,4.00,"1
"
4,2022-06-23 12:00:52,67.30,12.40,4.00,"1
"
4,2022-06-23 12:02:33,67.40,12.40,4.00,"1
"
4,2022-06-23 12:04:13,67.30,12.40,4.00,"1
"
4,2022-06-23 12:05:53,67.30,12.40,-0.00,"1
"
4,2022-06-23 12:07:34,67.20,12.40,4.00,"1
"
4,2022-06-23 12:09:14,67.20,12.40,4.00,"1
"
4,2022-06-23 12:10:55,67.40,12.40,4.00,"1
"
4,2022-06-23 12:12:35,67.30,12.40,4.00,"1
"
3,2022-06-22 10:48:23,44.60,27.60,4.00,"1295
"
3,2022-06-22 10:50:03,44.40,27.50,4.00,"1295
"
3,2022-06-22 10:51:44,44.40,27.40,4.00,"1295
"
3,2022-06-22 10:53:24,44.50,27.50,4.00,"1295
"
3,2022-06-22 10:55:04,44.60,27.50,4.00,"1296
"
3,2022-06-22 10:56:45,44.50,27.60,4.00,"1296
"
3,2022-06-22 10:58:25,44.50,27.50,4.00,"1296
"
3,2022-06-22 11:00:06,44.40,27.60,4.00,"1296
"
3,2022-06-22 11:01:46,44.50,27.50,4.00,"1296
"
3,2022-06-22 11:03:27,44.40,27.60,4.00,"1296
"
3,2022-06-22 11:05:07,44.30,27.50,4.00,"1296
"
3,2022-06-22 11:06:48,44.50,27.50,4.00,"1297
"
3,2022-06-22 11:08:28,44.30,27.40,4.00,"1297
"
3,2022-06-22 11:10:08,44.20,27.50,4.00,"1297
"
3,2022-06-22 11:11:49,44.40,27.50,4.00,"1297
"
3,2022-06-22 11:13:29,44.30,27.60,-0.00,"1297
"
3,2022-06-22 11:15:10,44.30,27.60,4.00,"1297
"
3,2022-06-22 11:16:50,44.40,27.60,4.00,"1297
"
3,2022-06-22 11:18:31,44.30,27.60,4.00,"1297
"
3,2022-06-22 11:20:11,44.10,27.40,4.00,"1298
"
3,2022-06-23 09:54:15,53.70,23.20,4.00,"1
"
3,2022-06-23 09:55:56,53.80,23.30,4.00,"1
"
3,2022-06-23 09:57:36,53.80,23.00,4.00,"1
"
3,2022-06-23 09:59:16,53.90,23.30,4.00,"2
"
3,2022-06-23 10:00:57,53.80,23.20,4.00,"2
"
3,2022-06-23 10:02:37,53.70,23.30,4.00,"2
"
3,2022-06-23 10:04:18,53.80,23.30,4.00,"2
"
3,2022-06-23 10:05:58,53.90,23.50,4.00,"2
"
3,2022-06-23 10:07:38,53.80,23.30,4.00,"2
"
3,2022-06-23 10:09:19,53.60,23.10,-0.00,"2
"
3,2022-06-23 10:10:59,53.60,23.20,-0.00,"3
"
3,2022-06-23 10:12:40,53.70,23.20,4.00,"3
"
3,2022-06-23 10:14:20,53.80,23.30,4.00,"3
"
3,2022-06-23 10:16:01,53.70,23.30,4.00,"3
"
3,2022-06-23 10:17:41,53.70,23.30,4.00,"3
"
3,2022-06-23 10:19:21,53.80,23.30,4.00,"3
"
3,2022-06-23 10:21:02,53.70,23.30,4.00,"3
"
3,2022-06-23 10:22:42,53.90,23.30,4.00,"4
"
3,2022-06-23 10:24:23,53.70,23.30,4.00,"4
"
3,2022-06-23 10:26:03,53.70,23.30,4.00,"4
"
3,2022-06-23 10:27:43,53.90,23.40,4.00,"4
"
3,2022-06-23 10:29:24,54.00,23.50,4.00,"4
"
3,2022-06-23 10:31:04,53.60,24.00,4.00,"4
"
3,2022-06-23 10:32:45,53.60,23.20,4.00,"4
"
3,2022-06-23 10:34:25,53.60,23.30,4.00,"4
"
3,2022-06-23 10:36:05,53.60,23.30,4.00,"4
"
3,2022-06-23 10:37:46,53.70,23.40,4.00,"5
"
3,2022-06-23 10:39:26,53.60,23.30,-0.00,"5
"
3,2022-06-23 10:41:07,53.70,23.30,4.00,"5
"
3,2022-06-23 10:42:47,53.70,23.40,4.00,"5
"
3,2022-06-23 10:44:28,53.80,23.40,4.00,"5
"
3,2022-06-23 10:46:08,53.80,23.30,4.00,"5
"
3,2022-06-23 10:47:48,53.70,23.30,4.00,"5
"
3,2022-06-23 10:49:29,53.70,23.30,4.00,"6
"
3,2022-06-23 10:51:09,53.80,23.70,4.00,"6
"
3,2022-06-23 10:52:50,53.70,23.30,4.00,"6
"
3,2022-06-23 10:54:30,53.70,23.30,4.00,"6
"
2,2022-06-23 11:10:40,69.60,11.60,4.00,"1
"
2,2022-06-23 11:12:20,69.90,11.60,4.00,"1
"
2,2022-06-23 11:14:00,69.70,11.60,-0.00,"1
"
2,2022-06-23 11:15:41,69.60,11.60,4.00,"1
"
2,2022-06-23 11:17:21,69.60,11.60,4.00,"1
"
2,2022-06-23 11:19:01,69.70,11.60,4.00,"1
"
2,2022-06-23 11:20:41,69.70,11.60,4.00,"1
"
2,2022-06-23 11:22:22,69.70,11.60,4.00,"1
"
2,2022-06-23 11:24:02,69.70,11.60,4.00,"1
"
2,2022-06-23 11:25:42,69.60,11.60,4.00,"1
"
2,2022-06-23 11:27:23,69.80,11.60,4.00,"1
"
2,2022-06-23 11:29:03,69.90,11.60,4.00,"1
"
2,2022-06-23 11:30:43,69.80,11.60,4.00,"1
"
2,2022-06-23 11:32:23,69.90,11.60,4.00,"1
"
2,2022-06-23 11:34:04,69.90,11.60,4.00,"1
"
2,2022-06-23 11:35:44,69.70,11.60,4.00,"2
"
2,2022-06-23 11:37:24,69.70,11.60,4.00,"2
"
2,2022-06-23 11:39:05,69.80,11.60,4.00,"2
"
2,2022-06-23 11:40:45,69.80,11.60,4.00,"2
"
2,2022-06-23 11:42:25,69.80,11.60,4.00,"2
"
2,2022-06-23 11:44:05,69.90,11.60,4.00,"2
"
2,2022-06-23 11:45:46,69.80,11.60,4.00,"2
"
2,2022-06-23 11:47:26,69.70,11.60,4.00,"2
"
2,2022-06-23 11:49:06,69.80,11.60,4.00,"2
"
2,2022-06-23 11:50:47,70.00,11.60,4.00,"2
"
2,2022-06-23 11:52:27,69.90,11.60,4.00,"2
"
2,2022-06-23 11:54:07,69.70,11.60,4.00,"2
"
2,2022-06-23 11:55:47,69.90,11.60,4.00,"2
"
2,2022-06-23 11:57:28,69.80,11.60,4.00,"3
"
2,2022-06-23 11:59:08,69.80,11.50,4.00,"3
"
2,2022-06-23 12:00:49,69.80,11.50,4.00,"3
"
2,2022-06-23 12:02:29,69.80,11.60,4.00,"3
"
2,2022-06-23 12:04:10,69.60,11.50,4.00,"3
"
2,2022-06-23 12:05:50,69.80,11.50,4.00,"3
"
2,2022-06-23 12:07:30,69.90,11.50,4.00,"3
"
2,2022-06-23 12:09:11,69.60,11.50,4.00,"3
"
2,2022-06-23 12:10:51,69.90,11.60,4.00,"3
"
2,2022-06-23 12:12:32,69.70,11.50,4.00,"3
"
4,2022-06-22 10:48:19,68.10,13.00,4.00,"1
"
4,2022-06-22 10:50:00,68.00,13.00,4.00,"1
"
4,2022-06-22 10:51:40,68.00,12.90,4.00,"1
"
4,2022-06-22 10:53:21,67.70,12.90,4.00,"1
"
4,2022-06-22 10:55:01,67.60,12.90,4.00,"1
"
4,2022-06-22 10:56:41,67.50,12.90,4.00,"1
"
4,2022-06-22 10:58:22,67.40,12.90,4.00,"1
"
4,2022-06-22 11:00:02,67.40,12.90,4.00,"1
"
4,2022-06-22 11:01:43,67.20,12.90,4.00,"1
"
4,2022-06-22 11:03:23,67.30,12.90,4.00,"1
"
4,2022-06-22 11:05:04,67.10,12.90,4.00,"1
"
4,2022-06-22 11:06:44,67.00,12.90,4.00,"1
"
4,2022-06-22 11:08:24,67.00,12.90,4.00,"1
"
4,2022-06-22 11:10:05,66.90,12.90,4.00,"1
"
4,2022-06-22 11:11:45,66.90,12.90,4.00,"1
"
4,2022-06-22 11:13:26,66.80,12.90,4.00,"1
"
4,2022-06-22 11:15:06,66.80,12.90,-0.00,"1
"
4,2022-06-22 11:16:47,66.70,13.00,4.00,"1
"
4,2022-06-22 11:18:27,66.70,13.00,4.00,"1
"
4,2022-06-22 11:20:07,66.50,966381696.00,-0.00,"1
"
4,2022-06-23 09:54:12,68.70,12.50,4.00,"1
"
4,2022-06-23 09:55:52,68.70,12.50,4.00,"1
"
4,2022-06-23 09:57:32,68.60,12.50,4.00,"1
"
4,2022-06-23 09:59:13,68.50,12.50,4.00,"1
"
4,2022-06-23 10:00:53,68.40,12.50,-0.00,"1
"
4,2022-06-23 10:02:34,68.30,12.50,4.00,"1
"
4,2022-06-23 10:04:14,68.40,12.50,4.00,"1
"
4,2022-06-23 10:05:55,68.40,12.50,4.00,"1
"
4,2022-06-23 10:07:35,68.20,12.50,4.00,"1
"
4,2022-06-23 10:09:15,68.30,12.50,4.00,"1
"
4,2022-06-23 10:10:56,68.30,12.50,4.00,"1
"
4,2022-06-23 10:12:36,68.20,12.50,4.00,"1
"
4,2022-06-23 10:14:17,68.10,12.50,4.00,"1
"
4,2022-06-23 10:15:57,68.10,12.50,4.00,"1
"
4,2022-06-23 10:17:37,68.10,12.50,4.00,"1
"
4,2022-06-23 10:19:18,68.00,12.50,4.00,"1
"
4,2022-06-23 10:20:58,68.00,12.50,4.00,"1
"
4,2022-06-23 10:22:39,68.10,12.50,4.00,"1
"
4,2022-06-23 10:24:19,67.80,12.50,4.00,"1
"
4,2022-06-23 10:26:00,67.90,12.50,4.00,"1
"
4,2022-06-23 10:27:40,67.80,12.50,4.00,"1
"
4,2022-06-23 10:29:20,67.90,12.50,4.00,"1
"
4,2022-06-23 10:31:01,67.80,12.50,4.00,"1
"
4,2022-06-23 10:32:41,67.60,12.50,4.00,"1
"
4,2022-06-23 10:34:22,67.80,12.50,4.00,"1
"
4,2022-06-23 10:36:02,67.90,12.50,4.00,"1
"
4,2022-06-23 10:37:42,67.90,12.50,4.00,"1
"
4,2022-06-23 10:39:23,67.70,12.50,4.00,"1
"
4,2022-06-23 10:41:03,67.70,12.50,4.00,"1
"
4,2022-06-23 10:42:44,67.70,12.50,4.00,"1
"
4,2022-06-23 10:44:24,69.00,12.60,4.00,"1
"
4,2022-06-23 10:46:04,69.00,12.50,4.00,"1
"
4,2022-06-23 10:47:45,68.90,12.50,4.00,"1
"
4,2022-06-23 10:49:25,68.90,12.50,4.00,"1
"
4,2022-06-23 10:51:06,68.80,12.50,4.00,"1
"
4,2022-06-23 10:52:46,68.70,12.50,4.00,"1
"
4,2022-06-23 10:54:26,68.70,12.50,4.00,"1
"
1,2022-06-23 11:10:37,44.70,15.00,4.00,"1
"
1,2022-06-23 11:12:17,44.80,15.00,4.00,"1
"
1,2022-06-23 11:13:58,44.60,14.90,4.00,"1
"
1,2022-06-23 11:15:38,44.70,15.00,4.00,"1
"
1,2022-06-23 11:17:19,44.70,15.00,4.00,"2
"
1,2022-06-23 11:18:59,44.80,15.00,4.00,"2
"
1,2022-06-23 11:20:39,44.90,15.00,4.00,"2
"
1,2022-06-23 11:22:20,44.80,15.00,4.00,"2
"
1,2022-06-23 11:24:00,44.70,15.00,4.00,"2
"
1,2022-06-23 11:25:41,44.80,15.00,4.00,"2
"
1,2022-06-23 11:27:21,44.80,15.00,4.00,"2
"
1,2022-06-23 11:29:01,44.90,15.00,4.00,"2
"
1,2022-06-23 11:30:42,44.90,15.00,4.00,"2
"
1,2022-06-23 11:32:22,44.90,15.00,-0.00,"2
"
1,2022-06-23 11:34:03,44.80,15.00,4.00,"2
"
1,2022-06-23 11:35:43,44.80,15.00,4.00,"2
"
1,2022-06-23 11:37:23,44.80,14.90,4.00,"3
"
1,2022-06-23 11:39:04,44.70,14.90,4.00,"3
"
1,2022-06-23 11:40:44,45.00,15.00,4.00,"3
"
1,2022-06-23 11:42:25,45.10,15.00,4.00,"3
"
1,2022-06-23 11:44:05,44.80,15.00,4.00,"3
"
1,2022-06-23 11:45:46,44.90,15.00,4.00,"3
"
1,2022-06-23 11:47:26,44.90,15.00,4.00,"3
"
1,2022-06-23 11:49:06,44.90,15.00,4.00,"3
"
1,2022-06-23 11:50:47,44.90,15.00,4.00,"3
"
1,2022-06-23 11:52:27,44.80,15.00,4.00,"3
"
1,2022-06-23 11:54:08,44.80,15.00,4.00,"3
"
1,2022-06-23 11:55:48,44.80,14.90,4.00,"3
"
1,2022-06-23 11:57:28,44.80,14.90,4.00,"3
"
1,2022-06-23 11:59:09,44.90,14.90,4.00,"3
"
1,2022-06-23 12:00:49,44.90,15.00,4.00,"4
"
1,2022-06-23 12:02:30,45.00,15.00,4.00,"4
"
1,2022-06-23 12:04:10,44.90,15.00,4.00,"4
"
1,2022-06-23 12:05:50,44.70,14.90,4.00,"4
"
1,2022-06-23 12:07:31,44.70,14.90,-0.00,"4
"
1,2022-06-23 12:09:11,44.60,14.90,-0.00,"4
"
1,2022-06-23 12:10:52,44.70,14.90,4.00,"4
"
1,2022-06-23 12:12:32,44.80,14.90,4.00,"4
"
